,Name,rt_start,rt_end,mz,Charge,Product mz,CE,Normalized Intensity
0,Adenine,2.18,3.22,136.061776,1,119.03,25.850844651517733,8103957.102456
1,Adenine,2.18,3.22,136.061776,1,119.04,21.65465515842424,6099204.346215867
2,Adenine,2.18,3.22,136.061776,1,92.02,30.047034144611228,4759605.1763991825
3,Adenine,2.18,3.22,136.061776,1,65.01,38.439413130798215,3983451.9341258924
4,Adenine,2.18,3.22,136.061776,1,67.03,30.047034144611228,2308645.6692265756
5,Adenosine,2.12,3.34,268.104032,1,136.06,19.235608368733807,25646092.4534073
6,Adenosine,2.12,3.34,268.104032,1,119.03,40.21655583420128,2979971.2885498605
7,Adenosine,2.12,3.34,268.104032,1,137.05,40.21655583420128,2110636.179568777
8,Adenosine,2.12,3.34,268.104032,1,119.04,40.21655583420128,1980878.2199134259
9,Adenosine,2.12,3.34,268.104032,1,94.04,40.21655583420128,1048538.4735629373
10,cAMP,1.78,3.57,330.0597957,1,136.06,24.265653907071027,5567093.43086657
11,cAMP,1.78,3.57,330.0597957,1,119.03,41.05041187944501,581714.4456064933
12,cAMP,1.78,3.57,330.0597957,1,137.05,41.05041187944501,407753.3363963838
13,cAMP,1.78,3.57,330.0597957,1,119.04,41.05041187944501,305319.2271043682
14,cAMP,1.78,3.57,330.0597957,1,94.04,41.05041187944501,252509.28385216836
15,Alanine,6.07,6.5,90.054956,1,72.08,12.643075266810596,20263.17594791859
16,Alanine,6.07,6.5,90.054956,1,70.06,14.741170013357344,2071.8451564270217
17,Alanine,6.07,6.5,90.054956,1,57.06,21.035454252997585,940.082382943677
18,Alanine,6.07,6.5,90.054956,1,70.07,18.93735950645084,776.0842349546585
19,Alanine,6.07,6.5,90.054956,1,55.29,8.446885773717101,516.6343295351336
20,Arginine,11.5,12.2,175.118956,1,70.06,22.180321596995995,1016529.9131385745
21,Arginine,11.5,12.2,175.118956,1,60.06,13.787942610809006,289238.1830882647
22,Arginine,11.5,12.2,175.118956,1,116.07,13.787942610809006,255444.0361786108
23,Arginine,11.5,12.2,175.118956,1,130.1,13.787942610809006,99517.00086842613
24,Arginine,11.5,12.2,175.118956,1,158.09,13.787942610809006,98292.61534629126
25,Asparagine,6.4,6.86,133.060766,1,74.02,17.418075390384672,87069.5934092972
26,Asparagine,6.4,6.86,133.060766,1,87.06,9.025696404197685,58085.1932132473
27,Asparagine,6.4,6.86,133.060766,1,87.05,13.221885897291179,26490.709885978176
28,Asparagine,6.4,6.86,133.060766,1,116.03,9.025696404197685,11409.90848510478
29,Asparagine,6.4,6.86,133.060766,1,88.04,9.025696404197685,7961.515611675962
30,cGMP,5.17,5.58,346.054706,1,152.06,20.284738213383317,2257024.7891473053
31,cGMP,5.17,5.58,346.054706,1,135.03,37.069496185757295,553136.1169033785
32,cGMP,5.17,5.58,346.054706,1,153.04,41.265685678850794,492692.1501484148
33,cGMP,5.17,5.58,346.054706,1,110.03,41.265685678850794,307089.86947774707
34,cGMP,5.17,5.58,346.054706,1,128.05,41.265685678850794,74353.74108724749
35,Cystine,6.95,7.43,241.031126,1,151.98,14.675047508357578,393563.4158425573
36,Cystine,6.95,7.43,241.031126,1,74.01,31.459805480731557,314041.99367688625
37,Cystine,6.95,7.43,241.031126,1,120.01,18.87123700145107,311273.51595996093
38,Cystine,6.95,7.43,241.031126,1,74.02,23.067426494544566,293811.24810868467
39,Cystine,6.95,7.43,241.031126,1,122.03,16.773142254904325,160686.17922184276
40,Cytidine,4.5,4.98,244.092792,1,112.05,14.716254145967262,3683087.8799299444
