,Unnamed: 0,Unnamed: 0.1,Name,mz,rt_start,rt_end,Charge,Product mz,CE,Normalized Intensity,Ion type
421,421,112,Compound 113,247.144165,2.397203283,2.94245688,1,146.06,20.707077903758915,409512.2226085068,Qual 1
422,422,112,Compound 113,247.144165,2.397203283,2.94245688,1,118.07,30.910395079658784,348582.36257210764,Qual 2
423,423,112,Compound 113,247.144165,2.397203283,2.94245688,1,60.08,14.585087598218994,218290.5388172571,Qual 3
424,424,112,Compound 113,247.144165,2.397203283,2.94245688,1,91.05,39.07304882037868,208885.94820296028,Qual 4
425,425,114,Compound 115,317.2686462,0.6243049970000001,0.806558235,1,299.26,12.374851907334547,61194.77634610942,Quant
426,426,114,Compound 115,317.2686462,0.6243049970000001,0.806558235,1,281.25,12.374851907334547,46720.08646306547,Qual 1
427,427,114,Compound 115,317.2686462,0.6243049970000001,0.806558235,1,263.24,12.374851907334547,24513.566159754126,Qual 2
428,428,114,Compound 115,317.2686462,0.6243049970000001,0.806558235,1,81.07,28.70015938877434,16009.003003202044,Qual 3
429,429,114,Compound 115,317.2686462,0.6243049970000001,0.806558235,1,69.07,22.57816908323441,14971.422636312067,Qual 4
430,430,116,Compound 117,148.0605774,6.321820722000001,6.681745492999999,1,84.04,13.981960682060896,368226.66673098993,Quant
431,431,116,Compound 117,148.0605774,6.321820722000001,6.681745492999999,1,85.05,18.06328755242084,198649.1440616701,Qual 1
432,432,116,Compound 117,148.0605774,6.321820722000001,6.681745492999999,1,131.05,7.859970376520972,174345.87215266912,Qual 2
433,433,116,Compound 117,148.0605774,6.321820722000001,6.681745492999999,1,130.05,7.859970376520972,136611.07226040732,Qual 3
434,434,116,Compound 117,148.0605774,6.321820722000001,6.681745492999999,1,56.05,28.26660472832071,107999.01027301476,Qual 4
435,435,117,Compound 118,350.01583860000005,7.013487212,7.340587162,1,190.05,21.411280138841366,233495.4754310889,Quant
436,436,117,Compound 118,350.01583860000005,7.013487212,7.340587162,1,262.04,17.329953268481418,179612.74614613515,Qual 1
437,437,117,Compound 118,350.01583860000005,7.013487212,7.340587162,1,306.03,17.329953268481418,80721.0671901908,Qual 2
438,438,117,Compound 118,350.01583860000005,7.013487212,7.340587162,1,112.1,37.736587620281156,73207.19407196139,Qual 3
439,439,117,Compound 118,350.01583860000005,7.013487212,7.340587162,1,218.05,19.37061670366139,62659.944481569386,Qual 4
440,440,118,Compound 119,130.08625790000002,4.1400425,4.421718147,1,84.08,13.502362257972667,429595.9287733379,Quant
441,441,118,Compound 119,130.08625790000002,4.1400425,4.421718147,1,67.05,27.787006304232484,30636.673592003946,Qual 1
442,442,118,Compound 119,130.08625790000002,4.1400425,4.421718147,1,69.06,31.868333174592443,25314.905669510164,Qual 2
443,443,118,Compound 119,130.08625790000002,4.1400425,4.421718147,1,68.05,35.94966004495238,19852.74553878551,Qual 3
444,444,118,Compound 119,130.08625790000002,4.1400425,4.421718147,1,57.07,27.787006304232484,17144.306131295893,Qual 4
445,445,121,Compound 122,218.12086490000002,0.7064683,0.9091481490000001,1,201.09,13.8106755827989,42300.76229423144,Quant
446,446,121,Compound 122,218.12086490000002,0.7064683,0.9091481490000001,1,58.99,38.29863680495859,39609.20410829668,Qual 1
447,447,121,Compound 122,218.12086490000002,0.7064683,0.9091481490000001,1,114.13,13.8106755827989,36276.285174564124,Qual 2
448,448,121,Compound 122,218.12086490000002,0.7064683,0.9091481490000001,1,172.12,13.8106755827989,30458.015829166186,Qual 3
449,449,121,Compound 122,218.12086490000002,0.7064683,0.9091481490000001,1,95.09,17.892002453158852,20357.48402059401,Qual 4
450,450,123,Compound 124,190.0896301,0.7572252890000001,0.944555406,1,58.99,29.388041756345114,75324.22997830683,Quant
451,451,123,Compound 124,190.0896301,0.7572252890000001,0.944555406,1,173.06,8.981407404545372,64805.120636159285,Qual 1
452,452,123,Compound 124,190.0896301,0.7572252890000001,0.944555406,1,147.1,29.388041756345114,64770.894963361105,Qual 2
453,453,123,Compound 124,190.0896301,0.7572252890000001,0.944555406,1,86.1,13.062734274905322,54237.02317959746,Qual 3
454,454,123,Compound 124,190.0896301,0.7572252890000001,0.944555406,1,119.07,37.55069549706501,29789.77986018596,Qual 4
455,455,124,Compound 125,469.388916,0.618104623,0.8294648290000001,1,433.37,16.433789530422633,112409.8629845081,Quant
456,456,124,Compound 125,469.388916,0.618104623,0.8294648290000001,1,415.36,20.515116400782578,87627.57808636245,Qual 1
457,457,124,Compound 125,469.388916,0.618104623,0.8294648290000001,1,451.38,16.433789530422633,51880.923452423616,Qual 2
458,458,124,Compound 125,469.388916,0.618104623,0.8294648290000001,1,367.36,16.433789530422633,29825.775604049435,Qual 3
459,459,124,Compound 125,469.388916,0.618104623,0.8294648290000001,1,81.07,40.92175075258232,26536.495555525547,Qual 4
460,460,126,Compound 127,136.0757294,5.403388487999999,5.640182265,1,91.05,17.74350274978968,202414.2520957175,Quant
461,461,126,Compound 127,136.0757294,5.403388487999999,5.640182265,1,65.04,32.0281467960495,73081.21300511112,Qual 1
462,462,126,Compound 127,136.0757294,5.403388487999999,5.640182265,1,119.05,11.621512444249758,57581.103846805214,Qual 2
463,463,126,Compound 127,136.0757294,5.403388487999999,5.640182265,1,107.05,23.865493055329598,30633.553077953937,Qual 3
464,464,126,Compound 127,136.0757294,5.403388487999999,5.640182265,1,95.05,32.0281467960495,17266.579532925196,Qual 4
465,465,128,Compound 129,208.1123505,0.7420913140000001,0.916816911,1,61.0,29.868931633796254,77229.01416181131,Quant
466,466,128,Compound 129,208.1123505,0.7420913140000001,0.916816911,1,190.09,9.46229728199652,61523.86463239204,Qual 1
467,467,128,Compound 129,208.1123505,0.7420913140000001,0.916816911,1,101.11,15.584287587536442,56056.711104611066,Qual 2
468,468,128,Compound 129,208.1123505,0.7420913140000001,0.916816911,1,81.07,17.624951022716417,40417.020512842515,Qual 3
469,469,128,Compound 129,208.1123505,0.7420913140000001,0.916816911,1,190.16,17.624951022716417,30110.845813408287,Qual 4
470,470,129,Compound 130,103.0543365,3.554774016,3.9077803610000004,1,51.02,31.14705597110683,41544.72748178629,Quant
471,471,129,Compound 130,103.0543365,3.554774016,3.9077803610000004,1,77.04,18.903075360026985,18598.66203150909,Qual 1
472,472,129,Compound 130,103.0543365,3.554774016,3.9077803610000004,1,50.02,35.228382841466775,6052.292674940999,Qual 2
473,473,129,Compound 130,103.0543365,3.554774016,3.9077803610000004,1,57.04,18.903075360026985,3132.9166140992347,Qual 3
480,480,133,Compound 134,148.0970001,1.783459102,1.903424728,1,130.09,11.942269092825965,89415.02323800996,Quant
481,481,133,Compound 134,148.0970001,1.783459102,1.903424728,1,85.05,18.064259398365888,14938.904238830866,Qual 1
482,482,133,Compound 134,148.0970001,1.783459102,1.903424728,1,58.07,24.186249703905805,9750.414766690024,Qual 2
483,483,133,Compound 134,148.0970001,1.783459102,1.903424728,1,112.08,16.023595963185915,9627.140212428469,Qual 3
484,484,133,Compound 134,148.0970001,1.783459102,1.903424728,1,86.06,16.023595963185915,6471.890552539402,Qual 4
485,485,134,Compound 135,279.23190310000007,0.574225028,0.805052685,1,67.05,31.76657373083475,40351.89284467169,Quant
486,486,134,Compound 135,279.23190310000007,0.574225028,0.805052685,1,81.07,23.60391999011485,39355.72305546999,Qual 1
487,487,134,Compound 135,279.23190310000007,0.574225028,0.805052685,1,95.09,21.563256554934878,28808.27591600022,Qual 2
488,488,134,Compound 135,279.23190310000007,0.574225028,0.805052685,1,79.05,31.76657373083475,15232.547286150431,Qual 3
489,489,134,Compound 135,279.23190310000007,0.574225028,0.805052685,1,109.1,15.441266249394955,12979.248704462674,Qual 4
490,490,135,Compound 136,355.0116577,6.861023047000001,7.307622923999999,1,294.99,19.50391726991592,84220.85905476447,Quant
491,491,135,Compound 136,355.0116577,6.861023047000001,7.307622923999999,1,160.06,25.62590757545584,75458.71608184613,Qual 1
492,492,135,Compound 136,355.0116577,6.861023047000001,7.307622923999999,1,247.09,21.544580705095896,74475.65510256053,Qual 2
493,493,135,Compound 136,355.0116577,6.861023047000001,7.307622923999999,1,309.01,19.50391726991592,73706.519344371,Qual 3
494,494,135,Compound 136,355.0116577,6.861023047000001,7.307622923999999,1,132.07,29.707234445815796,65308.23259718,Qual 4
495,495,137,Compound 138,122.06013490000002,4.132631752,4.681016713,1,53.04,19.410196142050392,139673.91041664267,Quant
496,496,137,Compound 138,122.06013490000002,4.132631752,4.681016713,1,94.07,13.288205836510468,68584.58472261902,Qual 1
497,497,137,Compound 138,122.06013490000002,4.132631752,4.681016713,1,94.06,15.328869271690442,67332.4955751179,Qual 2
498,498,137,Compound 138,122.06013490000002,4.132631752,4.681016713,1,81.03,15.328869271690442,53208.704971607636,Qual 3
499,499,137,Compound 138,122.06013490000002,4.132631752,4.681016713,1,93.06,19.410196142050392,21705.40307695174,Qual 4
500,500,138,Compound 139,290.269104,0.862691557,1.117350498,1,242.25,21.857755835310144,122127.74230501294,Quant
501,501,138,Compound 139,290.269104,0.862691557,1.117350498,1,88.08,27.979746140850068,98171.98035816387,Qual 1
502,502,138,Compound 139,290.269104,0.862691557,1.117350498,1,74.06,19.81709240013017,21793.966985085077,Qual 2
503,503,138,Compound 139,290.269104,0.862691557,1.117350498,1,122.08,19.81709240013017,20386.122937375734,Qual 3
504,504,138,Compound 139,290.269104,0.862691557,1.117350498,1,272.2,21.857755835310144,17429.189235006237,Qual 4
505,505,141,Compound 142,144.9276428,0.519760251,0.629610507,1,62.93,28.18301043720268,9049.756817887415,Quant
506,506,141,Compound 142,144.9276428,0.519760251,0.629610507,1,121.97,11.857702955762893,6350.606134608745,Qual 1
510,510,143,Compound 144,286.2012024,1.786858604,1.9677813640000001,1,85.03,21.74921435774789,167873.67002410127,Quant
511,511,143,Compound 144,286.2012024,1.786858604,1.9677813640000001,1,227.13,15.627224052207973,31875.964468638664,Qual 1
512,512,143,Compound 144,286.2012024,1.786858604,1.9677813640000001,1,60.08,17.667887487387947,13553.72116697086,Qual 2
513,513,143,Compound 144,286.2012024,1.786858604,1.9677813640000001,1,97.1,19.70855092256792,9139.235111089682,Qual 3
514,514,143,Compound 144,286.2012024,1.786858604,1.9677813640000001,1,268.3,11.545897181848025,8410.405330176483,Qual 4
515,515,146,Compound 147,172.169632,1.602013429,1.9149289459999999,1,58.07,18.706575583014548,392511.96890444506,Quant
516,516,146,Compound 147,172.169632,1.602013429,1.9149289459999999,1,58.06,28.909892758914413,299024.52572083,Qual 1
517,517,146,Compound 147,172.169632,1.602013429,1.9149289459999999,1,56.05,37.07254649963431,5478.050424600805,Qual 2
518,518,146,Compound 147,172.169632,1.602013429,1.9149289459999999,1,102.09,12.584585277474625,3117.726466768061,Qual 3
519,519,146,Compound 147,172.169632,1.602013429,1.9149289459999999,1,71.05,20.74723901819452,2652.645272284049,Qual 4
520,520,147,Compound 148,286.1438293,0.7617909559999999,1.0330412009999999,1,201.05,19.707020069155355,185526.8531442947,Quant
521,521,147,Compound 148,286.1438293,0.7617909559999999,1.0330412009999999,1,115.05,36.03232755059515,166267.49820217132,Qual 1
522,522,147,Compound 148,286.1438293,0.7617909559999999,1.0330412009999999,1,135.04,23.788346939515304,46447.284875728685,Qual 2
523,523,147,Compound 148,286.1438293,0.7617909559999999,1.0330412009999999,1,143.05,27.86967380987525,46046.78666025513,Qual 3
524,524,147,Compound 148,286.1438293,0.7617909559999999,1.0330412009999999,1,171.04,27.86967380987525,27483.580727978224,Qual 4
525,525,148,Compound 149,380.8747253,13.12151051,13.61175111,1,128.95,30.39732379596044,625005.5885546854,Quant
526,526,148,Compound 149,380.8747253,13.12151051,13.61175111,1,340.88,20.19400662006057,316410.90675996244,Qual 1
527,527,148,Compound 149,380.8747253,13.12151051,13.61175111,1,234.92,24.27533349042052,92281.29153778273,Qual 2
528,528,148,Compound 149,380.8747253,13.12151051,13.61175111,1,62.98,42.64130440704029,44293.43943554466,Qual 3
529,529,148,Compound 149,380.8747253,13.12151051,13.61175111,1,274.91,18.153343184880594,30595.97627936213,Qual 4
530,530,150,Compound 151,142.0864563,1.809673205,2.21566153,1,68.05,17.903883516853753,133487.25617964042,Quant
531,531,150,Compound 151,142.0864563,1.809673205,2.21566153,1,96.08,13.822556646493807,99721.36031698424,Qual 1
532,532,150,Compound 151,142.0864563,1.809673205,2.21566153,1,56.05,28.107200692753626,19160.184837128763,Qual 2
533,533,150,Compound 151,142.0864563,1.809673205,2.21566153,1,55.05,24.025873822393674,6480.634118194562,Qual 3
534,534,150,Compound 151,142.0864563,1.809673205,2.21566153,1,114.05,17.903883516853753,5932.962704657251,Qual 4
535,535,151,Compound 152,349.0178528,7.069600011,7.390136272,1,305.03,17.303324587660292,170042.82789845107,Quant
536,536,151,Compound 152,349.0178528,7.069600011,7.390136272,1,233.04,19.343988022840268,108787.27841262169,Qual 1
537,537,151,Compound 152,349.0178528,7.069600011,7.390136272,1,261.04,19.343988022840268,88687.82040181947,Qual 2
538,538,151,Compound 152,349.0178528,7.069600011,7.390136272,1,117.98,37.70995893946003,55616.94815627398,Qual 3
539,539,151,Compound 152,349.0178528,7.069600011,7.390136272,1,137.05,21.38465145802024,54562.385394646204,Qual 4
540,540,154,Compound 155,234.9178925,0.521695706,0.617064093,1,128.95,14.258861004579485,51881.14364402736,Quant
541,541,154,Compound 155,234.9178925,0.521695706,0.617064093,1,62.98,26.502841615659325,3723.0643490083703,Qual 1
542,542,154,Compound 155,234.9178925,0.521695706,0.617064093,1,173.47,18.34018787493943,2626.961479328855,Qual 2
545,545,155,Compound 156,136.0758057,2.9955898530000002,3.470029275,1,93.06,19.784168220838648,48042.091858336535,Quant
546,546,155,Compound 156,136.0758057,2.9955898530000002,3.470029275,1,108.08,15.7028413504787,31316.951630766278,Qual 1
547,547,155,Compound 156,136.0758057,2.9955898530000002,3.470029275,1,107.07,19.784168220838648,29506.23232050669,Qual 2
548,548,155,Compound 156,136.0758057,2.9955898530000002,3.470029275,1,65.04,32.028148831918486,17770.643531971462,Qual 3
549,549,155,Compound 156,136.0758057,2.9955898530000002,3.470029275,1,92.05,27.94682196155855,14182.440230144528,Qual 4
550,550,156,Compound 157,306.0256348000001,4.848073767,5.1090321030000005,1,190.05,20.23751484453913,71548.77248121238,Quant
551,551,156,Compound 157,306.0256348000001,4.848073767,5.1090321030000005,1,262.04,16.156187974179183,65447.83686434015,Qual 1
552,552,156,Compound 157,306.0256348000001,4.848073767,5.1090321030000005,1,112.1,32.481495455618976,26347.258600330126,Qual 2
553,553,156,Compound 157,306.0256348000001,4.848073767,5.1090321030000005,1,147.01,24.318841714899076,23854.716838762582,Qual 3
554,554,156,Compound 157,306.0256348000001,4.848073767,5.1090321030000005,1,70.07,40.644149196338866,23004.26317324168,Qual 4
555,555,157,Compound 158,521.4204102,0.5583094479999999,0.832876492,1,503.41,17.82211594919335,52945.59783487523,Quant
556,556,157,Compound 158,521.4204102,0.5583094479999999,0.832876492,1,81.07,38.22875030099309,19167.916904065223,Qual 1
557,557,157,Compound 158,521.4204102,0.5583094479999999,0.832876492,1,105.07,42.310077171353036,17099.023510308896,Qual 2
558,558,157,Compound 158,521.4204102,0.5583094479999999,0.832876492,1,173.47,30.0660965602732,16408.083300986138,Qual 3
559,559,157,Compound 158,521.4204102,0.5583094479999999,0.832876492,1,95.09,34.14742343063315,16028.080390040004,Qual 4
560,560,160,Compound 161,391.10159300000004,5.752403557,6.230742441,1,173.47,22.5075476811378,32009.259954532467,Quant
561,561,160,Compound 161,391.10159300000004,5.752403557,6.230742441,1,229.05,22.5075476811378,31574.852590162514,Qual 1
562,562,160,Compound 161,391.10159300000004,5.752403557,6.230742441,1,271.06,22.5075476811378,28577.51726062941,Qual 2
563,563,160,Compound 161,391.10159300000004,5.752403557,6.230742441,1,373.09,22.5075476811378,22200.86015057912,Qual 3
564,564,160,Compound 161,391.10159300000004,5.752403557,6.230742441,1,173.46,34.75152829221764,18168.033976056533,Qual 4
565,565,161,Compound 162,146.1177979,5.4931353660000015,5.745413482000001,1,87.04,11.889459179434144,227562.0609914323,Quant
566,566,161,Compound 162,146.1177979,5.4931353660000015,5.745413482000001,1,100.08,11.889459179434144,135130.71052829153,Qual 1
567,567,161,Compound 162,146.1177979,5.4931353660000015,5.745413482000001,1,60.08,11.889459179434144,128476.903063436,Qual 2
568,568,161,Compound 162,146.1177979,5.4931353660000015,5.745413482000001,1,82.06,24.133439790513982,48140.685774227306,Qual 3
569,569,161,Compound 162,146.1177979,5.4931353660000015,5.745413482000001,1,62.93,18.01144948497407,40641.3057919412,Qual 4
570,570,162,Compound 163,186.112442,4.102054293,4.406586363,1,126.09,19.078603559003376,54230.2308650617,Quant
571,571,162,Compound 163,186.112442,4.102054293,4.406586363,1,67.05,29.281920734903245,48372.297439809015,Qual 1
572,572,162,Compound 163,186.112442,4.102054293,4.406586363,1,168.1,17.037940123823404,32099.820613489865,Qual 2
573,573,162,Compound 163,186.112442,4.102054293,4.406586363,1,95.05,21.119266994183352,20794.28330092445,Qual 3
574,574,162,Compound 163,186.112442,4.102054293,4.406586363,1,65.04,33.3632476052632,10994.262400608,Qual 4
575,575,163,Compound 164,74.06010437,5.887647744,6.2847147020000005,1,56.05,5.885458337443705,55774.13689002377,Quant
576,576,163,Compound 164,74.06010437,5.887647744,6.2847147020000005,1,57.03,9.966785207803651,24450.15982213404,Qual 1
580,580,164,Compound 165,577.4829102000001,0.6150382560000001,0.8163028920000001,1,559.47,23.399326246486172,88287.76883300982,Quant
581,581,164,Compound 165,577.4829102000001,0.6150382560000001,0.8163028920000001,1,81.07,35.64330685756601,41790.553554125014,Qual 1
582,582,164,Compound 165,577.4829102000001,0.6150382560000001,0.8163028920000001,1,95.09,35.64330685756601,33102.80483474763,Qual 2
583,583,164,Compound 165,577.4829102000001,0.6150382560000001,0.8163028920000001,1,89.06,29.52131655202609,29905.423578752674,Qual 3
584,584,164,Compound 165,577.4829102000001,0.6150382560000001,0.8163028920000001,1,133.09,25.43998968166614,24332.913552958616,Qual 4
590,590,166,Compound 167,645.1049805,6.546589453999999,6.954913615,1,512.07,31.325637341442533,88553.93947141939,Quant
591,591,166,Compound 167,645.1049805,6.546589453999999,6.954913615,1,389.04,37.447627646982454,77529.0263028117,Qual 1
592,592,166,Compound 167,645.1049805,6.546589453999999,6.954913615,1,530.08,31.325637341442533,40857.87873605774,Qual 2
593,593,166,Compound 167,645.1049805,6.546589453999999,6.954913615,1,327.04,41.5289545173424,31440.163904010475,Qual 3
594,594,166,Compound 167,645.1049805,6.546589453999999,6.954913615,1,132.97,49.691608258062296,27050.382678189966,Qual 4
595,595,542,Compound 543,142.0499878,3.606929009,4.2075462869999996,1,124.04,13.821583578493714,52462.155387140345,Quant
596,596,542,Compound 543,142.0499878,3.606929009,4.2075462869999996,1,96.04,24.024900754393588,7538.456625895266,Qual 1
597,597,542,Compound 543,142.0499878,3.606929009,4.2075462869999996,1,51.02,32.18755449511348,6767.827425613029,Qual 2
598,598,542,Compound 543,142.0499878,3.606929009,4.2075462869999996,1,78.03,24.024900754393588,6230.355311697828,Qual 3
599,599,542,Compound 543,142.0499878,3.606929009,4.2075462869999996,1,97.03,24.024900754393588,4957.294012759042,Qual 4
600,600,168,Compound 169,209.15362549999998,0.671680545,0.893207642,1,81.07,19.693398199530805,41415.979379403376,Quant
601,601,168,Compound 169,209.15362549999998,0.671680545,0.893207642,1,95.09,15.61207132917086,31170.565144638458,Qual 1
602,602,168,Compound 169,209.15362549999998,0.671680545,0.893207642,1,67.05,25.81538850507073,30524.32154999791,Qual 2
603,603,168,Compound 169,209.15362549999998,0.671680545,0.893207642,1,79.05,25.81538850507073,28566.99822889866,Qual 3
604,604,168,Compound 169,209.15362549999998,0.671680545,0.893207642,1,173.13,9.490081023630935,20459.671738313482,Qual 4
605,605,169,Compound 170,118.0652618,3.524420063,3.959486778,1,58.07,23.384930112290114,141947.60319220572,Quant
606,606,169,Compound 170,118.0652618,3.524420063,3.959486778,1,59.07,17.262939806750193,58960.20949223274,Qual 1
607,607,169,Compound 170,118.0652618,3.524420063,3.959486778,1,58.06,15.22227637157022,29054.086520848035,Qual 2
608,608,169,Compound 170,118.0652618,3.524420063,3.959486778,1,95.05,17.262939806750193,26449.549238963642,Qual 3
609,609,169,Compound 170,118.0652618,3.524420063,3.959486778,1,51.02,35.62891072336995,21417.897886601382,Qual 4
610,610,170,Compound 171,250.8917389,13.37195925,13.65674866,1,144.93,14.6850819560913,210582.41082318695,Quant
611,611,170,Compound 171,250.8917389,13.37195925,13.65674866,1,128.95,20.80707226163122,15386.370919000168,Qual 1
612,612,170,Compound 171,250.8917389,13.37195925,13.65674866,1,173.47,39.173043178250985,3962.914518750724,Qual 2
613,613,170,Compound 171,250.8917389,13.37195925,13.65674866,1,173.46,20.80707226163122,3221.1123244898317,Qual 3
614,614,170,Compound 171,250.8917389,13.37195925,13.65674866,1,173.48,35.09171630789104,2715.4019294119585,Qual 4
615,615,171,Compound 172,176.10296630000005,6.9206140210000004,7.301826244,1,70.06,20.852189913926193,199581.2088762955,Quant
616,616,171,Compound 172,176.10296630000005,6.9206140210000004,7.301826244,1,159.08,8.608209302846348,197293.2056075957,Qual 1
617,617,171,Compound 172,176.10296630000005,6.9206140210000004,7.301826244,1,113.07,14.730199608386268,92261.89382398836,Qual 2
618,618,171,Compound 172,176.10296630000005,6.9206140210000004,7.301826244,1,70.07,33.09617052500603,90916.25034887623,Qual 3
619,619,171,Compound 172,176.10296630000005,6.9206140210000004,7.301826244,1,115.09,12.689536173206296,20076.49000842866,Qual 4
620,620,173,Compound 174,160.1335449,5.486557765,5.759427874,1,55.05,20.42608703214305,49223.08968168887,Quant
621,621,173,Compound 174,160.1335449,5.486557765,5.759427874,1,101.06,16.344760161783107,40561.99653302329,Qual 1
622,622,173,Compound 174,160.1335449,5.486557765,5.759427874,1,60.08,16.344760161783107,30049.842399279303,Qual 2
623,623,173,Compound 174,160.1335449,5.486557765,5.759427874,1,59.05,20.42608703214305,12914.897372006892,Qual 3
624,624,173,Compound 174,160.1335449,5.486557765,5.759427874,1,58.07,36.75139451358285,11327.755054583946,Qual 4
625,625,177,Compound 178,244.1908264,0.639059869,0.981136412,1,226.18,10.424958493462414,44002.46311232666,Quant
626,626,177,Compound 178,244.1908264,0.639059869,0.981136412,1,55.05,30.831592845262154,35332.37479503814,Qual 1
627,627,177,Compound 178,244.1908264,0.639059869,0.981136412,1,163.15,14.506285363822364,28719.898024715938,Qual 2
628,628,177,Compound 178,244.1908264,0.639059869,0.981136412,1,226.22,14.506285363822364,26116.533405530656,Qual 3
629,629,177,Compound 178,244.1908264,0.639059869,0.981136412,1,181.16,14.506285363822364,23766.843883097084,Qual 4
630,630,178,Compound 179,230.2113647,0.871932631,1.1688496879999999,1,58.07,20.25526973715318,151089.1950131303,Quant
631,631,178,Compound 179,230.2113647,0.871932631,1.1688496879999999,1,118.09,14.133279431613262,93063.80048429203,Qual 1
632,632,178,Compound 179,230.2113647,0.871932631,1.1688496879999999,1,58.06,14.133279431613262,61889.34185136504,Qual 2
633,633,178,Compound 179,230.2113647,0.871932631,1.1688496879999999,1,57.07,20.25526973715318,11788.33203973395,Qual 3
634,634,178,Compound 179,230.2113647,0.871932631,1.1688496879999999,1,71.09,18.214606301973213,7190.201546454546,Qual 4
635,635,179,Compound 180,83.06047058,6.27505933,6.578890825,1,56.05,14.288263670580378,45187.53744187372,Quant
636,636,179,Compound 180,83.06047058,6.27505933,6.578890825,1,54.03,18.36959054094032,4326.9767110761695,Qual 1
637,637,179,Compound 180,83.06047058,6.27505933,6.578890825,1,66.03,18.36959054094032,2442.036205896241,Qual 2
640,640,180,Compound 181,446.84646610000004,13.16994576,13.59807451,1,128.95,28.076282922632927,387898.46591216617,Quant
641,641,180,Compound 181,446.84646610000004,13.16994576,13.59807451,1,340.88,23.99495605227297,97790.17491879537,Qual 1
642,642,180,Compound 181,446.84646610000004,13.16994576,13.59807451,1,234.92,28.076282922632927,35321.256749317865,Qual 2
643,643,180,Compound 181,446.84646610000004,13.16994576,13.59807451,1,173.47,26.03561948745295,18655.264613254098,Qual 3
644,644,180,Compound 181,446.84646610000004,13.16994576,13.59807451,1,173.46,21.954292617093,15215.336493301975,Qual 4
645,645,181,Compound 182,250.159317,0.645962623,0.8582199770000001,1,219.17,18.74686603435791,72537.19343068163,Quant
646,646,181,Compound 182,250.159317,0.645962623,0.8582199770000001,1,232.14,14.665539163997964,39968.25802908899,Qual 1
647,647,181,Compound 182,250.159317,0.645962623,0.8582199770000001,1,61.0,39.153500386157646,35227.261731101724,Qual 2
648,648,181,Compound 182,250.159317,0.645962623,0.8582199770000001,1,232.21,20.787529469537887,35198.59430160878,Qual 3
649,649,181,Compound 182,250.159317,0.645962623,0.8582199770000001,1,106.07,35.0721735157977,31105.34334631147,Qual 4
650,650,183,Compound 184,618.3097534,0.714436865,0.913503579,1,415.21,20.407358539860738,100605.04067804448,Quant
651,651,183,Compound 184,618.3097534,0.714436865,0.913503579,1,119.09,24.48868541022069,72658.48076288907,Qual 1
652,652,183,Compound 184,618.3097534,0.714436865,0.913503579,1,204.17,26.529348845400662,60573.57831846086,Qual 2
653,653,183,Compound 184,618.3097534,0.714436865,0.913503579,1,204.11,24.48868541022069,52524.05981141416,Qual 3
654,654,183,Compound 184,618.3097534,0.714436865,0.913503579,1,135.08,32.651339150940586,17315.909996876326,Qual 4
655,655,184,Compound 185,164.14343259999995,5.920465236,6.42353472,1,121.09,24.61440742855503,167079.39004034188,Quant
656,656,184,Compound 185,164.14343259999995,5.920465236,6.42353472,1,106.06,28.695734298914974,58324.440372194316,Qual 1
657,657,184,Compound 185,164.14343259999995,5.920465236,6.42353472,1,120.08,32.77706116927492,43078.00816590842,Qual 2
658,658,184,Compound 185,164.14343259999995,5.920465236,6.42353472,1,79.05,36.85838803963488,39754.80351995127,Qual 3
659,659,184,Compound 185,164.14343259999995,5.920465236,6.42353472,1,135.1,20.533080558195078,33080.10882107677,Qual 4
660,660,185,Compound 186,318.9002075,13.16555312,13.59805922,1,128.95,22.621703094537786,286811.7176110455,Quant
661,661,185,Compound 186,318.9002075,13.16555312,13.59805922,1,274.91,12.418385918637915,277657.07335031487,Qual 1
662,662,185,Compound 186,318.9002075,13.16555312,13.59805922,1,234.92,18.540376224177834,38567.79957475029,Qual 2
663,663,185,Compound 186,318.9002075,13.16555312,13.59805922,1,62.98,36.9063471407976,20015.17955125984,Qual 3
664,664,185,Compound 186,318.9002075,13.16555312,13.59805922,1,173.47,18.540376224177834,13232.829305753929,Qual 4
670,670,187,Compound 188,118.0651321,4.581400272,5.103044402,1,58.07,13.18160947567978,1403109.8278247428,Quant
671,671,187,Compound 188,118.0651321,4.581400272,5.103044402,1,58.06,17.262936346039723,1104153.401923857,Qual 1
672,672,187,Compound 188,118.0651321,4.581400272,5.103044402,1,72.08,11.140946040499806,998976.949260842,Qual 2
673,673,187,Compound 188,118.0651321,4.581400272,5.103044402,1,55.05,19.303599781219702,371779.8475332505,Qual 3
674,674,187,Compound 188,118.0651321,4.581400272,5.103044402,1,57.06,27.466253521939603,142709.45554107768,Qual 4
675,675,189,Compound 190,348.07006839999997,6.194031516,6.401403321,1,136.06,21.359362272267454,199508.96122916762,Quant
676,676,189,Compound 190,348.07006839999997,6.194031516,6.401403321,1,97.03,25.440689142627395,18829.349010460137,Qual 1
677,677,189,Compound 190,348.07006839999997,6.194031516,6.401403321,1,137.05,41.765996624067185,16094.304346489836,Qual 2
678,678,189,Compound 190,348.07006839999997,6.194031516,6.401403321,1,119.04,41.765996624067185,14702.710883165466,Qual 3
679,679,189,Compound 190,348.07006839999997,6.194031516,6.401403321,1,173.47,23.40002570744743,5029.351128177732,Qual 4
