,Unnamed: 0,Name,mz,rt_start,rt_end,Charge,Product mz,CE,Normalized Intensity
0,4,Compound 5,162.11253359999995,5.335723125,5.680649606,1,103.04,16.39756437847728,5217794.312504633
1,4,Compound 5,162.11253359999995,5.335723125,5.680649606,1,60.08,16.39756437847728,4085165.3700097855
2,4,Compound 5,162.11253359999995,5.335723125,5.680649606,1,85.03,16.39756437847728,2510911.873240394
3,4,Compound 5,162.11253359999995,5.335723125,5.680649606,1,102.09,16.39756437847728,1756255.2523794335
4,4,Compound 5,162.11253359999995,5.335723125,5.680649606,1,58.07,36.80419873027702,1659919.082344899
5,5,Compound 6,331.0451355,6.509541365,6.979477145,1,287.06,16.823768914152694,5382863.060272919
6,5,Compound 6,331.0451355,6.509541365,6.979477145,1,225.05,20.905095784512643,2582381.4959389414
7,5,Compound 6,331.0451355,6.509541365,6.979477145,1,243.07,18.86443234933267,2001945.0901875747
8,5,Compound 6,331.0451355,6.509541365,6.979477145,1,269.04,18.86443234933267,1564990.3028599874
9,5,Compound 6,331.0451355,6.509541365,6.979477145,1,225.06,24.98642265487259,1263972.4161682983
10,516,Compound 517,198.1965485,5.159149514,5.610273524,1,73.08,17.36037338389282,28164.216932071482
11,516,Compound 517,198.1965485,5.159149514,5.610273524,1,126.13,19.401036819072793,9116.64525481661
12,516,Compound 517,198.1965485,5.159149514,5.610273524,1,153.1,15.319709948712848,8733.96066462543
13,516,Compound 517,198.1965485,5.159149514,5.610273524,1,82.06,25.523027124612717,7953.776652798981
14,516,Compound 517,198.1965485,5.159149514,5.610273524,1,173.47,19.401036819072793,7067.306414453395
15,7,Compound 8,118.08625790000002,3.92679922,4.309833881,1,58.07,23.385490339144432,5034046.1480397815
